time_steps,reward ep.,length
327680,47.77506282485885,301.0
655360,51.74404420857154,301.0
983040,59.26255005741423,301.0
1310720,74.1615933165244,301.0
1638400,83.21204594853053,301.0
1966080,95.42517669720955,301.0
2293760,107.93945142260426,301.0
2621440,119.19874194369167,301.0
2949120,136.63939496845515,301.0
3276800,148.51181884432083,301.0
3604480,182.61041743029688,301.0
3932160,188.19300715233763,301.0
4259840,225.44404494343925,301.0
4587520,232.65172635529353,301.0
4915200,264.38569751528655,301.0
5242880,235.86811116090695,301.0
5570560,271.8367004191826,301.0
5898240,289.0526148331957,301.0
6225920,316.48951411020136,301.0
6553600,333.5635787056823,301.0
6881280,312.4380625278412,301.0
7208960,394.7077643518595,301.0
7536640,528.1180132107928,301.0
7864320,557.1434206777402,260.8
8192000,570.3332240082211,301.0
8519680,675.6827506602262,301.0
8847360,566.9495378336948,301.0
9175040,695.5348954649437,301.0
9502720,760.6644835224117,288.0
9830400,703.3643367830596,301.0
10158080,758.4240146363483,301.0
10485760,767.2409978810063,300.0
10813440,805.1791762048057,297.6
11141120,862.3646027661691,301.0
11468800,992.8060987134311,301.0
11796480,749.8696434515916,301.0
12124160,914.0198474450044,301.0
12451840,976.1063622456606,301.0
12779520,945.620617885942,299.4
13107200,1143.5506491343087,290.8
13434880,922.9029695803289,301.0
13762560,829.1083133955451,294.2
14090240,759.0972483855892,300.0
14417920,719.1664623629171,301.0
14745600,848.432081498283,301.0
15073280,876.939145774398,301.0
15400960,1031.432609709957,301.0
15728640,815.7423211236886,301.0
16056320,999.356812120838,298.2
16384000,1306.9677417923635,301.0
16711680,1401.5111215436762,301.0
17039360,1326.5628541119263,301.0
17367040,1036.797026539385,289.4
17694720,1416.5989888028857,301.0
18022400,1654.9501575528034,301.0
18350080,1325.8038413636014,291.6
18677760,1504.137309664466,301.0
19005440,1099.7436197358893,277.0
19333120,1518.285306660063,301.0
19660800,1511.7635721779864,290.2
19988480,1441.6273877642832,301.0
20316160,1540.0424857238338,298.2
20643840,1819.7178853570142,297.6
20971520,1702.2064775009562,291.2
21299200,1437.4358656950037,298.4
21626880,1723.7058582372676,301.0
21954560,1554.8641415413258,301.0
22282240,1417.3937380142597,291.6
22609920,1235.2194196531136,301.0
22937600,1418.2566878672606,293.0
23265280,968.5966967480733,239.2
23592960,1393.539569574595,301.0
23920640,1168.2863539045159,301.0
24248320,1093.0960064866363,270.4
24576000,985.7000751599259,264.8
24903680,2009.727054286302,300.4
25231360,1527.3370833517943,298.8
25559040,1183.460667218751,288.4
25886720,1523.2511863071109,284.0
26214400,1682.2222000529578,294.0
26542080,2288.971635384897,301.0
26869760,1661.4326475425048,299.4
27197440,1648.4640320131507,301.0
27525120,1512.3101370800819,296.2
27852800,1402.6436600671116,294.4
28180480,1877.313052127419,297.2
28508160,1747.1323756918725,301.0
28835840,1845.3315585532423,301.0
29163520,1536.8950720343285,301.0
29491200,1884.8000497689911,296.6
29818880,1296.592618349768,289.6
